소관,입출분류,회계분류,계정,관,항,금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
식품의약품안전처,세입,일반회계,-,경상이전수입,가산금,3000000,,,,0,3000000,,
식품의약품안전처,세입,일반회계,-,경상이전수입,기타경상이전수입,1360000000,,,,0,1360000000,,
식품의약품안전처,세입,일반회계,-,재화및용역판매수입,면허료및수수료,2406000000,,,,0,2406000000,,
식품의약품안전처,세입,일반회계,-,재화및용역판매수입,잡수입,3000000,,,,0,3000000,,
식품의약품안전처,세입,일반회계,-,수입대체경비수입,면허료및수수료,16634000000,,,,0,16634000000,,
식품의약품안전처,세입,일반회계,-,수입대체경비수입,잡수입,1196000000,,,,0,1196000000,,
식품의약품안전처,세입,일반회계,-,관유물매각대,고정자산매각대,113000000,,,,0,113000000,,
식품의약품안전처,세입,농어촌구조개선특별회계,구조개선사업계정,수입대체경비수입,고정자산매각대,6000000,6000000,6000000,,0,6000000,6000000,
국가인권위원회,세입,일반회계,-,재산수입,기타이자수입및재산수입,1000000,,17000000,17000000,0,1000000,17000000,17000000
국가인권위원회,세입,일반회계,-,경상이전수입,변상금및위약금,5000000,,,,0,5000000,,
국가인권위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,10000000,,,,0,10000000,,
국가인권위원회,세입,일반회계,-,재화및용역판매수입,잡수입,1000000,,,,0,1000000,,
방송통신위원회,세입,일반회계,-,재산수입,기타이자수입및재산수입,60000000,,32267000000,32267000000,0,60000000,32267000000,32267000000
방송통신위원회,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",31822000000,,,,0,31822000000,,
방송통신위원회,세입,일반회계,-,경상이전수입,가산금,4000000,,,,0,4000000,,
방송통신위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,364000000,,,,0,364000000,,
방송통신위원회,세입,일반회계,-,재화및용역판매수입,면허료및수수료,15000000,,,,0,15000000,,
방송통신위원회,세입,일반회계,-,재화및용역판매수입,잡수입,2000000,,,,0,2000000,,
공정거래위원회,세입,일반회계,-,재산수입,기타이자수입및재산수입,2000000,,424754000000,424754000000,0,2000000,424754000000,424754000000
공정거래위원회,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",423565000000,,,,0,423565000000,,
공정거래위원회,세입,일반회계,-,경상이전수입,변상금및위약금,1000000,,,,0,1000000,,
공정거래위원회,세입,일반회계,-,경상이전수입,가산금,247000000,,,,0,247000000,,
공정거래위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,939000000,,,,0,939000000,,
금융위원회,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",38474000000,,38751000000,38751000000,0,38474000000,38751000000,38751000000
금융위원회,세입,일반회계,-,경상이전수입,가산금,60000000,,,,0,60000000,,
금융위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,217000000,,,,0,217000000,,
국민권익위원회,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",13000000,,841000000,841000000,0,13000000,1141000000,1141000000
국민권익위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,798000000,,,,300000000,1098000000,,
국민권익위원회,세입,일반회계,-,재화및용역판매수입,잡수입,30000000,,,,0,30000000,,
원자력안전위원회,세입,일반회계,-,경상이전수입,기타경상이전수입,1418000000,,1418000000,1418000000,0,1418000000,1418000000,1418000000
국세청,세입,일반회계,-,재산수입,관유물대여료,146000000,,924936000000,977843000000,0,146000000,924936000000,977843000000
국세청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",73130000000,,,,0,73130000000,,
국세청,세입,일반회계,-,경상이전수입,변상금및위약금,5000000,,,,0,5000000,,
국세청,세입,일반회계,-,경상이전수입,가산금,833000000000,,,,0,833000000000,,
국세청,세입,일반회계,-,경상이전수입,기타경상이전수입,17965000000,,,,0,17965000000,,
국세청,세입,일반회계,-,재화및용역판매수입,잡수입,21000000,,,,0,21000000,,
국세청,세입,일반회계,-,수입대체경비수입,잡수입,593000000,,,,0,593000000,,
국세청,세입,일반회계,-,관유물매각대,고정자산매각대,76000000,,,,0,76000000,,
국세청,세입,혁신도시건설특별회계,-,관유물매각대,고정자산매각대,3068000000,,52907000000,,0,3068000000,52907000000,
국세청,세입,혁신도시건설특별회계,-,관유물매각대,토지및무형자산매각대,49839000000,,,,0,49839000000,,
관세청,세입,일반회계,-,재산수입,관유물대여료,305000000,,103633000000,103633000000,0,305000000,132033000000,132033000000
관세청,세입,일반회계,-,재산수입,기타이자수입및재산수입,4000000,,,,0,4000000,,
관세청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",22676000000,,,,0,22676000000,,
관세청,세입,일반회계,-,경상이전수입,변상금및위약금,104000000,,,,0,104000000,,
관세청,세입,일반회계,-,경상이전수입,가산금,3251000000,,,,0,3251000000,,
관세청,세입,일반회계,-,경상이전수입,기타경상이전수입,412000000,,,,0,412000000,,
관세청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,75631000000,,,,28400000000,104031000000,,
관세청,세입,일반회계,-,재화및용역판매수입,잡수입,1106000000,,,,0,1106000000,,
관세청,세입,일반회계,-,관유물매각대,고정자산매각대,144000000,,,,0,144000000,,
조달청,세입,조달특별회계,손익계정,기업특별회계영업수입,조달사업수입,201852000000,240446000000,390490000000,390490000000,0,201852000000,394210000000,394210000000
조달청,세입,조달특별회계,손익계정,재산수입,관유물대여료,3026000000,,,,0,3026000000,,
조달청,세입,조달특별회계,손익계정,경상이전수입,변상금및위약금,5200000000,,,,1860000000,7060000000,,
조달청,세입,조달특별회계,손익계정,재화및용역판매수입,잡수입,21222000000,,,,0,21222000000,,
조달청,세입,조달특별회계,손익계정,수입대체경비수입,잡수입,625000000,,,,0,625000000,,
조달청,세입,조달특별회계,손익계정,전년도이월금,전년도이월금,8521000000,,,,0,8521000000,,
조달청,세입,조달특별회계,자본계정,재산수입,기타이자수입및재산수입,448000000,150044000000,,,0,448000000,,
조달청,세입,조달특별회계,자본계정,관유물매각대,고정자산매각대,142000000,,,,0,142000000,,
조달청,세입,조달특별회계,자본계정,관유물매각대,토지및무형자산매각대,12521000000,,,,0,12521000000,,
조달청,세입,조달특별회계,자본계정,전년도이월금,전년도이월금,34792000000,,,,0,34792000000,,
조달청,세입,조달특별회계,자본계정,정부내부수입및기타,전입금,102141000000,,,,1860000000,104001000000,,
통계청,세입,일반회계,-,재산수입,기타이자수입및재산수입,2000000,,3256000000,3256000000,0,2000000,3256000000,3256000000
통계청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",2000000,,,,0,2000000,,
통계청,세입,일반회계,-,경상이전수입,변상금및위약금,15000000,,,,0,15000000,,
통계청,세입,일반회계,-,경상이전수입,기타경상이전수입,127000000,,,,0,127000000,,
통계청,세입,일반회계,-,재화및용역판매수입,잡수입,1013000000,,,,0,1013000000,,
통계청,세입,일반회계,-,수입대체경비수입,잡수입,2075000000,,,,0,2075000000,,
통계청,세입,일반회계,-,관유물매각대,고정자산매각대,22000000,,,,0,22000000,,
병무청,세입,일반회계,-,재산수입,관유물대여료,107000000,,206000000,206000000,0,107000000,206000000,206000000
병무청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",10000000,,,,0,10000000,,
병무청,세입,일반회계,-,경상이전수입,변상금및위약금,1000000,,,,0,1000000,,
병무청,세입,일반회계,-,경상이전수입,기타경상이전수입,75000000,,,,0,75000000,,
병무청,세입,일반회계,-,재화및용역판매수입,잡수입,4000000,,,,0,4000000,,
병무청,세입,일반회계,-,관유물매각대,고정자산매각대,9000000,,,,0,9000000,,
방위사업청,세입,일반회계,-,재산수입,관유물대여료,520000000,,259407000000,259407000000,0,520000000,259407000000,259407000000
방위사업청,세입,일반회계,-,재산수입,기타이자수입및재산수입,12415000000,,,,0,12415000000,,
방위사업청,세입,일반회계,-,경상이전수입,변상금및위약금,149582000000,,,,0,149582000000,,
방위사업청,세입,일반회계,-,경상이전수입,기타경상이전수입,96658000000,,,,0,96658000000,,
방위사업청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,57000000,,,,0,57000000,,
방위사업청,세입,일반회계,-,재화및용역판매수입,잡수입,78000000,,,,0,78000000,,
방위사업청,세입,일반회계,-,정부내부수입및기타,전입금,97000000,,,,0,97000000,,
경찰청,세입,일반회계,-,재산수입,관유물대여료,1871000000,,882507000000,963339000000,0,1871000000,882507000000,963339000000
경찰청,세입,일반회계,-,재산수입,기타이자수입및재산수입,703000000,,,,0,703000000,,
경찰청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",816156000000,,,,0,816156000000,,
경찰청,세입,일반회계,-,경상이전수입,변상금및위약금,1367000000,,,,0,1367000000,,
경찰청,세입,일반회계,-,경상이전수입,가산금,39729000000,,,,0,39729000000,,
경찰청,세입,일반회계,-,경상이전수입,기타경상이전수입,13054000000,,,,0,13054000000,,
경찰청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,801000000,,,,0,801000000,,
경찰청,세입,일반회계,-,재화및용역판매수입,입학금및수업료,328000000,,,,0,328000000,,
경찰청,세입,일반회계,-,재화및용역판매수입,잡수입,2409000000,,,,0,2409000000,,
경찰청,세입,일반회계,-,관유물매각대,고정자산매각대,4962000000,,,,0,4962000000,,
경찰청,세입,일반회계,-,관유물매각대,토지및무형자산매각대,1127000000,,,,0,1127000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,기업특별회계운영수입,책임운영기관사업수입,29049000000,78291000000,80832000000,,0,29049000000,80832000000,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,재산수입,관유물대여료,450000000,,,,0,450000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,재산수입,기타이자수입및재산수입,1000000,,,,0,1000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,경상이전수입,변상금및위약금,6000000,,,,0,6000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,경상이전수입,기타경상이전수입,40000000,,,,0,40000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,재화및용역판매수입,병원수입,6238000000,,,,0,6238000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,재화및용역판매수입,잡수입,40000000,,,,0,40000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,관유물매각대,고정자산매각대,2000000,,,,0,2000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,전년도이월금,전년도이월금,638000000,,,,0,638000000,,
경찰청,세입,책임운영기관특별회계,경찰병원손익계정,정부내부수입및기타,전입금,41827000000,,,,0,41827000000,,
경찰청,세입,책임운영기관특별회계,경찰병원자본계정,전년도이월금,전년도이월금,532000000,2541000000,,,0,532000000,,
경찰청,세입,책임운영기관특별회계,경찰병원자본계정,정부내부수입및기타,전입금,2007000000,,,,0,2007000000,,
경찰청,세입,책임운영기관특별회계,경찰병원자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
소방청,세입,일반회계,-,재산수입,기타이자수입및재산수입,424000000,,2537000000,2537000000,0,424000000,2537000000,2537000000
소방청,세입,일반회계,-,경상이전수입,변상금및위약금,76000000,,,,0,76000000,,
소방청,세입,일반회계,-,경상이전수입,기타경상이전수입,975000000,,,,0,975000000,,
소방청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,19000000,,,,0,19000000,,
소방청,세입,일반회계,-,재화및용역판매수입,잡수입,21000000,,,,0,21000000,,
소방청,세입,일반회계,-,수입대체경비수입,잡수입,1022000000,,,,0,1022000000,,
문화재청,세입,일반회계,-,재산수입,관유물대여료,2295000000,,41859000000,41859000000,0,2295000000,41859000000,41859000000
문화재청,세입,일반회계,-,재산수입,기타이자수입및재산수입,550000000,,,,0,550000000,,
문화재청,세입,일반회계,-,경상이전수입,변상금및위약금,3542000000,,,,0,3542000000,,
문화재청,세입,일반회계,-,경상이전수입,기타경상이전수입,19890000000,,,,0,19890000000,,
문화재청,세입,일반회계,-,재화및용역판매수입,잡수입,50000000,,,,0,50000000,,
문화재청,세입,일반회계,-,수입대체경비수입,입장료수입,15468000000,,,,0,15468000000,,
문화재청,세입,일반회계,-,수입대체경비수입,잡수입,64000000,,,,0,64000000,,
농촌진흥청,세입,일반회계,-,재산수입,관유물대여료,43000000,,9451000000,18995000000,0,43000000,9451000000,18995000000
농촌진흥청,세입,일반회계,-,재산수입,기타이자수입및재산수입,628000000,,,,0,628000000,,
농촌진흥청,세입,일반회계,-,경상이전수입,변상금및위약금,118000000,,,,0,118000000,,
농촌진흥청,세입,일반회계,-,경상이전수입,기타경상이전수입,4154000000,,,,0,4154000000,,
농촌진흥청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,14000000,,,,0,14000000,,
농촌진흥청,세입,일반회계,-,재화및용역판매수입,실습수입,4228000000,,,,0,4228000000,,
농촌진흥청,세입,일반회계,-,재화및용역판매수입,잡수입,126000000,,,,0,126000000,,
농촌진흥청,세입,일반회계,-,수입대체경비수입,잡수입,35000000,,,,0,35000000,,
농촌진흥청,세입,일반회계,-,관유물매각대,고정자산매각대,100000000,,,,0,100000000,,
농촌진흥청,세입,일반회계,-,관유물매각대,재고자산매각대및유동자산,5000000,,,,0,5000000,,
농촌진흥청,세입,농어촌구조개선특별회계,구조개선사업계정,재산수입,기타이자수입및재산수입,458000000,1718000000,1718000000,,0,458000000,1718000000,
농촌진흥청,세입,농어촌구조개선특별회계,구조개선사업계정,경상이전수입,기타경상이전수입,1260000000,,,,0,1260000000,,
농촌진흥청,세입,혁신도시건설특별회계,-,재산수입,관유물대여료,100000000,,6626000000,,0,100000000,6626000000,
농촌진흥청,세입,혁신도시건설특별회계,-,관유물매각대,고정자산매각대,75000000,,,,0,75000000,,
농촌진흥청,세입,혁신도시건설특별회계,-,관유물매각대,토지및무형자산매각대,6451000000,,,,0,6451000000,,
농촌진흥청,세입,국가균형발전특별회계,지역자율계정,경상이전수입,기타경상이전수입,700000000,700000000,1200000000,,0,700000000,1200000000,
농촌진흥청,세입,국가균형발전특별회계,지역지원계정,경상이전수입,기타경상이전수입,500000000,500000000,,,0,500000000,,
산림청,세입,일반회계,-,재산수입,관유물대여료,13804000000,,89400000000,933045000000,0,13804000000,89400000000,943070000000
산림청,세입,일반회계,-,재산수입,기타이자수입및재산수입,96000000,,,,0,96000000,,
산림청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",37000000,,,,0,37000000,,
산림청,세입,일반회계,-,경상이전수입,변상금및위약금,2715000000,,,,0,2715000000,,
산림청,세입,일반회계,-,경상이전수입,기타경상이전수입,12448000000,,,,0,12448000000,,
산림청,세입,일반회계,-,재화및용역판매수입,입장료수입,360000000,,,,0,360000000,,
산림청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,39000000,,,,0,39000000,,
산림청,세입,일반회계,-,재화및용역판매수입,잡수입,3901000000,,,,0,3901000000,,
산림청,세입,일반회계,-,관유물매각대,고정자산매각대,108000000,,,,0,108000000,,
산림청,세입,일반회계,-,관유물매각대,토지및무형자산매각대,55892000000,,,,0,55892000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,재산수입,기타이자수입및재산수입,700000000,774350000000,774350000000,,0,700000000,781375000000,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,경상이전수입,변상금및위약금,135000000,,,,0,135000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,경상이전수입,가산금,12000000,,,,0,12000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,경상이전수입,기타경상이전수입,171339000000,,,,0,171339000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,관유물매각대,토지및무형자산매각대,36500000000,,,,0,36500000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,융자및전대차관원금회수,융자원금회수,57300000000,,,,0,57300000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,전년도이월금,전년도이월금,78438000000,,,,0,78438000000,,
산림청,세입,농어촌구조개선특별회계,임업진흥사업계정,정부내부수입및기타,전입금,429926000000,,,,7025000000,436951000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,기업특별회계영업수입,책임운영기관사업수입,17800000000,30296000000,69295000000,,0,17800000000,72295000000,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,재산수입,기타이자수입및재산수입,20000000,,,,0,20000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,경상이전수입,변상금및위약금,1000000,,,,0,1000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,경상이전수입,기타경상이전수입,58000000,,,,0,58000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,재화및용역판매수입,잡수입,1000000,,,,0,1000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,전년도이월금,전년도이월금,2934000000,,,,0,2934000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소손익계정,정부내부수입및기타,전입금,9482000000,,,,0,9482000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소자본계정,관유물매각대,고정자산매각대,20000000,38999000000,,,0,20000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소자본계정,전년도이월금,전년도이월금,62000000,,,,0,62000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소자본계정,정부내부수입및기타,전입금,38915000000,,,,3000000000,41915000000,,
산림청,세입,책임운영기관특별회계,국립자연휴양림관리소자본계정,정부내부수입및기타,기타,2000000,,,,0,2000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,기업특별회계영업수입,책임운영기관사업수입,494211000000,528675000000,664125000000,664125000000,0,494211000000,661550000000,661550000000
특허청,세입,책임운영기관특별회계,특허청손익계정,재산수입,관유물대여료,51000000,,,,0,51000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,재산수입,기타이자수입및재산수입,1320000000,,,,0,1320000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,경상이전수입,"벌금,몰수금및과태료",5000000,,,,0,5000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,경상이전수입,변상금및위약금,13000000,,,,0,13000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,경상이전수입,기타경상이전수입,945000000,,,,0,945000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,재화및용역판매수입,잡수입,4000000,,,,0,4000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,수입대체경비수입,관유물대여료,25000000,,,,0,25000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,수입대체경비수입,잡수입,375000000,,,,0,375000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,관유물매각대,고정자산매각대,19000000,,,,0,19000000,,
특허청,세입,책임운영기관특별회계,특허청손익계정,전년도이월금,전년도이월금,31707000000,,,,0,31707000000,,
특허청,세입,책임운영기관특별회계,특허청자본계정,정부내부수입및기타,예탁원금회수,53207000000,135450000000,,,0,53207000000,,
특허청,세입,책임운영기관특별회계,특허청자본계정,정부내부수입및기타,예탁이자수입,7325000000,,,,0,7325000000,,
특허청,세입,책임운영기관특별회계,특허청자본계정,정부내부수입및기타,기타,74918000000,,,,-2575000000,72343000000,,
기상청,세입,일반회계,-,재산수입,관유물대여료,16000000,,7719000000,7719000000,0,16000000,22036000000,22036000000
기상청,세입,일반회계,-,재산수입,기타이자수입및재산수입,470000000,,,,0,470000000,,
기상청,세입,일반회계,-,경상이전수입,변상금및위약금,470000000,,,,14317000000,14787000000,,
기상청,세입,일반회계,-,경상이전수입,기타경상이전수입,3197000000,,,,0,3197000000,,
기상청,세입,일반회계,-,재화및용역판매수입,입장료수입,43000000,,,,0,43000000,,
기상청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,3477000000,,,,0,3477000000,,
기상청,세입,일반회계,-,재화및용역판매수입,잡수입,5000000,,,,0,5000000,,
기상청,세입,일반회계,-,관유물매각대,고정자산매각대,40000000,,,,0,40000000,,
기상청,세입,일반회계,-,관유물매각대,토지및무형자산매각대,1000000,,,,0,1000000,,
행정중심복합도시건설청,세입,행정중심복합도시건설특별회계,-,재산수입,관유물대여료,112000000,,282931000000,282931000000,0,112000000,299737000000,299737000000
행정중심복합도시건설청,세입,행정중심복합도시건설특별회계,-,재산수입,기타이자수입및재산수입,328000000,,,,0,328000000,,
행정중심복합도시건설청,세입,행정중심복합도시건설특별회계,-,경상이전수입,기타경상이전수입,3756000000,,,,0,3756000000,,
행정중심복합도시건설청,세입,행정중심복합도시건설특별회계,-,전년도이월금,전년도이월금,35637000000,,,,0,35637000000,,
행정중심복합도시건설청,세입,행정중심복합도시건설특별회계,-,정부내부수입및기타,전입금,243098000000,,,,16806000000,259904000000,,
새만금개발청,세입,일반회계,-,재산수입,관유물대여료,0,,614000000,785000000,480000000,480000000,1094000000,1265000000
새만금개발청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,614000000,,,,0,614000000,,
새만금개발청,세입,국가균형발전특별회계,지역지원계정,재산수입,관유물대여료,171000000,171000000,171000000,,0,171000000,171000000,
해양경찰청,세입,일반회계,-,재산수입,관유물대여료,379000000,,4898000000,4898000000,0,379000000,4898000000,4898000000
해양경찰청,세입,일반회계,-,재산수입,기타이자수입및재산수입,22000000,,,,0,22000000,,
해양경찰청,세입,일반회계,-,경상이전수입,"벌금,몰수금및과태료",214000000,,,,0,214000000,,
해양경찰청,세입,일반회계,-,경상이전수입,변상금및위약금,1680000000,,,,0,1680000000,,
해양경찰청,세입,일반회계,-,경상이전수입,가산금,12000000,,,,0,12000000,,
해양경찰청,세입,일반회계,-,경상이전수입,기타경상이전수입,1101000000,,,,0,1101000000,,
해양경찰청,세입,일반회계,-,재화및용역판매수입,면허료및수수료,330000000,,,,0,330000000,,
해양경찰청,세입,일반회계,-,재화및용역판매수입,잡수입,650000000,,,,0,650000000,,
해양경찰청,세입,일반회계,-,관유물매각대,고정자산매각대,510000000,,,,0,510000000,,