소관,입출분류,회계분류,계정,장(분야),관(부문),항(프로그램),금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난관리,70089000000,,,,1600000000,71689000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난안전기술개발,58944000000,,,,0,58944000000,,
행정안전부,세출,일반회계,-,공공질서및안전,재난관리,재난안전정보화,195354000000,,,,-20000000000,175354000000,,
행정안전부,세출,일반회계,-,사회복지,취약계층지원,일자리지원,268634000000,,,,-60000000000,208634000000,,
행정안전부,세출,국가균형발전특별회계,지역자율계정,일반.지방행정,지방행정.재정지원,지역발전,195102000000,451942000000,657557000000,,0,195102000000,660815000000,
행정안전부,세출,국가균형발전특별회계,지역자율계정,공공질서및안전,재난관리,안전관리,249190000000,,,,0,249190000000,,
행정안전부,세출,국가균형발전특별회계,지역자율계정,사회복지,취약계층지원,일자리지원,7650000000,,,,0,7650000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,지방행정.재정지원,지방자치분권,16685000000,188079000000,,,0,16685000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,지방행정.재정지원,지역발전,40155000000,,,,1843000000,41998000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,일반.지방행정,정부자원관리,전자정부,3340000000,,,,0,3340000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,사회복지,취약계층지원,일자리지원,40947000000,,,,0,40947000000,,
행정안전부,세출,국가균형발전특별회계,지역지원계정,교통및물류,도로,지방도구조개선,86952000000,,,,952000000,87904000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,일반.지방행정,지방행정.재정지원,지방자치분권,30000000,9596000000,,,0,30000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,일반.지방행정,지방행정.재정지원,지역발전,2288000000,,,,0,2288000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,공공질서및안전,재난관리,안전관리,5884000000,,,,0,5884000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,사회복지,취약계층지원,일자리지원,510000000,,,,0,510000000,,
행정안전부,세출,국가균형발전특별회계,제주특별자치도계정,교통및물류,도로,지방도구조개선,884000000,,,,150000000,1034000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,공공질서및안전,재난관리,안전관리,6658000000,7940000000,,,0,6658000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,사회복지,취약계층지원,일자리지원,510000000,,,,0,510000000,,
행정안전부,세출,국가균형발전특별회계,세종특별자치시계정,교통및물류,도로,지방도구조개선,772000000,,,,313000000,1085000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,종교문화지원,55075000000,,2348924000000,3335193000000,1516000000,56591000000,2443013000000,3449815000000
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,콘텐츠산업 육성,489978000000,,,,-12500000000,477478000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,건강한 저작권 생태계 조성,69369000000,,,,-97000000,69272000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,문화미디어산업육성및지원,107166000000,,,,1720000000,108886000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,창의적문화정책구현,87616000000,,,,8859000000,96475000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,"예술의 진흥 및 생활화, 산업화",320768000000,,,,4577000000,325345000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국정홍보기획,27491000000,,,,-900000000,26591000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,지역문화 진흥 및 문화기반 조성,147862000000,,,,80846000000,228708000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,한국예술종합학교운영,39744000000,,,,0,39744000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립박물관운영,128410000000,,,,100000000,128510000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립국어원운영,32303000000,,,,0,32303000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립중앙도서관운영,73862000000,,,,383000000,74245000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,해외문화홍보원 운영,92669000000,,,,-1000000000,91669000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립중앙극장운영,58467000000,,,,0,58467000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립현대미술관운영,51752000000,,,,260000000,52012000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립국악원운영,65078000000,,,,200000000,65278000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립민속박물관운영,26446000000,,,,0,26446000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,대한민국역사박물관 운영,15241000000,,,,0,15241000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,국립한글박물관 운영,11180000000,,,,0,11180000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,한국정책방송원 운영,21167000000,,,,0,21167000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,회계간거래(전출금),60675000000,,,,10150000000,70825000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화예술,회계기금간거래(전출금),88441000000,,,,0,88441000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,외래관광객유치,2245000000,,,,0,2245000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,사행산업통합감독위원회 운영,4607000000,,,,200000000,4807000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,생활체육육성,1740000000,,,,0,1740000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,스포츠산업 육성 및 국제교류,134000000,,,,0,134000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,국제스포츠역량강화,880000000,,,,0,880000000,,
문화체육관광부,세출,일반회계,-,문화및관광,관광,장애인체육육성,258000000,,,,0,258000000,,
문화체육관광부,세출,일반회계,-,문화및관광,문화및관광일반,문화관광행정지원,268300000000,,,,-225000000,268075000000,,
문화체육관광부,세출,아시아문화중심도시특별회계,-,문화및관광,문화예술,아시아문화중심도시조성,65908000000,,70326000000,,10150000000,76058000000,80476000000,
문화체육관광부,세출,아시아문화중심도시특별회계,-,문화및관광,문화예술,문화.관광행정지원,4418000000,,,,0,4418000000,,
문화체육관광부,세출,국가균형발전특별회계,지역자율계정,문화및관광,문화예술,콘텐츠산업 육성,7938000000,742797000000,915943000000,,0,7938000000,926326000000,
문화체육관광부,세출,국가균형발전특별회계,지역자율계정,문화및관광,문화예술,창의적문화정책구현,260628000000,,,,-7108000000,253520000000,,
문화체육관광부,세출,국가균형발전특별회계,지역자율계정,문화및관광,문화예술,"예술의 진흥 및 생활화, 산업화",8054000000,,,,0,8054000000,,
문화체육관광부,세출,국가균형발전특별회계,지역자율계정,문화및관광,관광,관광진흥기반확충,234588000000,,,,8928000000,243516000000,,
문화체육관광부,세출,국가균형발전특별회계,지역자율계정,문화및관광,체육,생활체육육성,231589000000,,,,350000000,231939000000,,
문화체육관광부,세출,국가균형발전특별회계,지역지원계정,문화및관광,문화예술,창의적문화정책구현,287000000,140114000000,,,500000000,787000000,,
문화체육관광부,세출,국가균형발전특별회계,지역지원계정,문화및관광,관광,관광진흥기반확충,139827000000,,,,7713000000,147540000000,,
문화체육관광부,세출,국가균형발전특별회계,제주특별자치도계정,문화및관광,문화예술,콘텐츠산업 육성,1600000000,27857000000,,,0,1600000000,,
문화체육관광부,세출,국가균형발전특별회계,제주특별자치도계정,문화및관광,문화예술,창의적문화정책구현,6399000000,,,,0,6399000000,,
문화체육관광부,세출,국가균형발전특별회계,제주특별자치도계정,문화및관광,관광,관광진흥기반확충,19018000000,,,,0,19018000000,,
문화체육관광부,세출,국가균형발전특별회계,제주특별자치도계정,문화및관광,체육,생활체육육성,840000000,,,,0,840000000,,
문화체육관광부,세출,국가균형발전특별회계,세종특별자치시계정,문화및관광,문화예술,창의적문화정책구현,1880000000,5175000000,,,0,1880000000,,
문화체육관광부,세출,국가균형발전특별회계,세종특별자치시계정,문화및관광,문화예술,"예술의 진흥 및 생활화, 산업화",1800000000,,,,0,1800000000,,
문화체육관광부,세출,국가균형발전특별회계,세종특별자치시계정,문화및관광,관광,관광진흥기반확충,145000000,,,,0,145000000,,
문화체육관광부,세출,국가균형발전특별회계,세종특별자치시계정,문화및관광,체육,생활체육육성,1350000000,,,,0,1350000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농업인력육성및창업지원,52430000000,,6434890000000,19077078000000,2131000000,54561000000,6284175000000,19519083000000
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농업신산업육성,16811000000,,,,0,16811000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농산물수급안정및유통효율화,7200000000,,,,0,7200000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농업생산기반정비,150000000000,,,,0,150000000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,국제협력협상,87256000000,,,,0,87256000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농림축산검역검사,61289000000,,,,0,61289000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,종자관리,15466000000,,,,0,15466000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농식품공무원교육원교육운영,3392000000,,,,0,3392000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,농림축산식품행정지원,277215000000,,,,-459000000,276756000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,회계간거래(전출금),5458651000000,,,,-152387000000,5306264000000,,
농림축산식품부,세출,일반회계,-,농림수산,농업.농촌,회계기금간거래(전출금),305180000000,,,,0,305180000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농가경영안정,844409000000,4957288000000,9112576000000,,105702000000,950111000000,9705396000000,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농업인력육성및창업지원,9480000000,,,,0,9480000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,양곡관리,188471000000,,,,-9950000000,178521000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농업신산업육성,264653000000,,,,13897000000,278550000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농산물수급안정및유통효율화,64597000000,,,,-1167000000,63430000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,축산업진흥,4109000000,,,,0,4109000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,가축방역및축산물안전관리,216772000000,,,,850000000,217622000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농업생산기반정비,1334696000000,,,,92230000000,1426926000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농산물품질관리,62773000000,,,,449000000,63222000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농림축산검역검사,18147000000,,,,0,18147000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,종자관리,45205000000,,,,1536000000,46741000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농림축산식품행정지원,43901000000,,,,1200000000,45101000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,회계간거래(전출금),1287223000000,,,,69300000000,1356523000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,회계기금간거래(전출금),454297000000,,,,2825000000,457122000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,회계기금간거래(예수이자상환),31232000000,,,,0,31232000000,,
농림축산식품부,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,식품업,식품외식산업육성,87323000000,,,,1523000000,88846000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,농가경영안정,1183588000000,4155288000000,,,0,1183588000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,농업인력육성및창업지원,87455000000,,,,-1155000000,86300000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,농업신산업육성,201675000000,,,,0,201675000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,농촌복지및지역활성화,461739000000,,,,-2450000000,459289000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,농산물품질관리,25213000000,,,,0,25213000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,회계기금간거래(전출금),594439000000,,,,-323700000000,270739000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,농업.농촌,계정간거래(전출금),1574567000000,,,,641730000000,2216297000000,,
농림축산식품부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,농림수산,식품업,식품외식산업육성,26612000000,,,,0,26612000000,,
농림축산식품부,세출,에너지및자원사업특별회계,투자계정,농림수산,농업.농촌,농업신산업육성,30096000000,30096000000,39428000000,,0,30096000000,39428000000,
농림축산식품부,세출,에너지및자원사업특별회계,융자계정,농림수산,농업.농촌,농업신산업육성,9332000000,9332000000,,,0,9332000000,,
농림축산식품부,세출,국가균형발전특별회계,지역자율계정,농림수산,농업.농촌,축산업진흥,9450000000,1360864000000,1415350000000,,0,9450000000,1415250000000,
농림축산식품부,세출,국가균형발전특별회계,지역자율계정,농림수산,농업.농촌,농업생산기반정비,161095000000,,,,-100000000,160995000000,,
농림축산식품부,세출,국가균형발전특별회계,지역자율계정,농림수산,농업.농촌,농촌복지및지역활성화,1169683000000,,,,0,1169683000000,,
농림축산식품부,세출,국가균형발전특별회계,지역자율계정,농림수산,식품업,식품외식산업육성,20636000000,,,,0,20636000000,,
농림축산식품부,세출,국가균형발전특별회계,지역지원계정,농림수산,농업.농촌,농업신산업육성,3858000000,3858000000,,,0,3858000000,,
농림축산식품부,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,농업.농촌,축산업진흥,30000000,42361000000,,,0,30000000,,
농림축산식품부,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,농업.농촌,농업생산기반정비,16840000000,,,,0,16840000000,,
농림축산식품부,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,농업.농촌,농촌복지및지역활성화,23990000000,,,,0,23990000000,,
농림축산식품부,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,식품업,식품외식산업육성,1501000000,,,,0,1501000000,,
농림축산식품부,세출,국가균형발전특별회계,세종특별자치시계정,농림수산,농업.농촌,농업생산기반정비,1000000000,8267000000,,,0,1000000000,,
농림축산식품부,세출,국가균형발전특별회계,세종특별자치시계정,농림수산,농업.농촌,농촌복지및지역활성화,7267000000,,,,0,7267000000,,
농림축산식품부,세출,양곡관리특별회계,손익계정,농림수산,농업.농촌,양곡관리,1974834000000,2074834000000,2074834000000,,0,1974834000000,2074834000000,
농림축산식품부,세출,양곡관리특별회계,손익계정,농림수산,농업.농촌,한은차입금원금상환,100000000000,,,,0,100000000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,무역및투자유치,무역진흥,425777000000,,3283525000000,8909500000000,-15996000000,409781000000,3303375000000,8850028000000
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,무역및투자유치,무역구제,1734000000,,,,0,1734000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,무역및투자유치,통상협력지원,61294000000,,,,0,61294000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업.중소기업일반,산업통상자원부행정지원,156457000000,,,,0,156457000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,산업경쟁력기반구축,873455000000,,,,12498000000,885953000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,지역경제활성화,452159000000,,,,7628000000,459787000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,주력산업진흥,907874000000,,,,5420000000,913294000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,신산업진흥,256210000000,,,,10476000000,266686000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,산업기술표준및제품안전관리,81093000000,,,,0,81093000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,중견기업육성,44472000000,,,,-176000000,44296000000,,
산업통상자원부,세출,일반회계,-,산업.중소기업및에너지,산업혁신지원,회계기금간거래,23000000000,,,,0,23000000000,,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,에너지자원정책,336088000000,3870812000000,4730709000000,,-300000000,335788000000,4604898000000,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,재생에너지및에너지신산업활성화,19925000000,,,,2200000000,22125000000,,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,에너지공급체계구축,369850000000,,,,4750000000,374600000000,,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,에너지기술개발,218919000000,,,,-1520000000,217399000000,,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,에너지기술기반확충,47303000000,,,,0,47303000000,,
산업통상자원부,세출,에너지및자원사업특별회계,투자계정,산업.중소기업및에너지,에너지및자원개발,회계기금간거래(전출금),2878727000000,,,,-130941000000,2747786000000,,
산업통상자원부,세출,에너지및자원사업특별회계,융자계정,산업.중소기업및에너지,에너지및자원개발,에너지자원정책,307942000000,859897000000,,,-20000000000,287942000000,,
산업통상자원부,세출,에너지및자원사업특별회계,융자계정,산업.중소기업및에너지,에너지및자원개발,에너지공급체계구축,66303000000,,,,0,66303000000,,
산업통상자원부,세출,에너지및자원사업특별회계,융자계정,산업.중소기업및에너지,에너지및자원개발,계정간거래(전출금),485652000000,,,,20000000000,505652000000,,
산업통상자원부,세출,국가균형발전특별회계,지역자율계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,122863000000,122863000000,895266000000,,0,122863000000,941755000000,
산업통상자원부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,587502000000,753675000000,,,35446000000,622948000000,,
산업통상자원부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,산업혁신지원,외국인투자유치활성화,91664000000,,,,2600000000,94264000000,,
산업통상자원부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,산업혁신지원,경제자유구역사업추진,0,,,,4943000000,4943000000,,
산업통상자원부,세출,국가균형발전특별회계,지역지원계정,교통및물류,물류등기타,경제자유구역사업추진,74509000000,,,,3500000000,78009000000,,
산업통상자원부,세출,국가균형발전특별회계,제주특별자치도계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,637000000,637000000,,,0,637000000,,
산업통상자원부,세출,국가균형발전특별회계,세종특별자치시계정,산업.중소기업및에너지,산업혁신지원,지역경제활성화,18091000000,18091000000,,,0,18091000000,,
보건복지부,세출,일반회계,-,사회복지,기초생활보장,기초생활보장,10900003000000,,44492602000000,45049778000000,0,10900003000000,44865455000000,45427598000000
보건복지부,세출,일반회계,-,사회복지,취약계층지원,장애인생활안정 및 재활 지원,2724292000000,,,,49873000000,2774165000000,,
보건복지부,세출,일반회계,-,사회복지,취약계층지원,노숙인의사상자지원,42998000000,,,,1000000000,43998000000,,
보건복지부,세출,일반회계,-,사회복지,취약계층지원,회계간거래,34691000000,,,,0,34691000000,,
보건복지부,세출,일반회계,-,사회복지,공적연금,국민연금운영,90000000,,,,0,90000000,,
보건복지부,세출,일반회계,-,사회복지,공적연금,회계기금간거래,10177000000,,,,0,10177000000,,
보건복지부,세출,일반회계,-,사회복지,사회복지일반,사회복지기반조성,645515000000,,,,-1904000000,643611000000,,
보건복지부,세출,일반회계,-,사회복지,사회복지일반,일반보건복지행정지원,345715000000,,,,252000000,345967000000,,
보건복지부,세출,일반회계,-,사회복지,아동.보육,아동보호및복지강화,218635000000,,,,200000000,218835000000,,
보건복지부,세출,일반회계,-,사회복지,아동.보육,저출산대응및인구정책지원,1967909000000,,,,232449000000,2200358000000,,
보건복지부,세출,일반회계,-,사회복지,아동.보육,보육지원강화,5647857000000,,,,21857000000,5669714000000,,
보건복지부,세출,일반회계,-,사회복지,노인,노인생활안정,12551112000000,,,,22083000000,12573195000000,,
보건복지부,세출,일반회계,-,사회복지,노인,노인의료보장,1109328000000,,,,39155000000,1148483000000,,
보건복지부,세출,일반회계,-,보건,보건의료,공공보건의료확충,238794000000,,,,1571000000,240365000000,,
보건복지부,세출,일반회계,-,보건,보건의료,보건산업육성,313716000000,,,,2220000000,315936000000,,
보건복지부,세출,일반회계,-,보건,보건의료,한의학연구및정책개발,32499000000,,,,0,32499000000,,
보건복지부,세출,일반회계,-,보건,보건의료,국민건강생활실천,113581000000,,,,0,113581000000,,
보건복지부,세출,일반회계,-,보건,보건의료,보건의료서비스지원,77522000000,,,,410000000,77932000000,,
보건복지부,세출,일반회계,-,보건,보건의료,소록도병원,7251000000,,,,1770000000,9021000000,,
보건복지부,세출,일반회계,-,보건,보건의료,질병관리본부지원,110807000000,,,,0,110807000000,,
보건복지부,세출,일반회계,-,보건,보건의료,회계간거래,98024000000,,,,1917000000,99941000000,,
보건복지부,세출,일반회계,-,보건,보건의료,회계기금간거래,184433000000,,,,0,184433000000,,
보건복지부,세출,일반회계,-,보건,건강보험,건강보험제도 운영,7117653000000,,,,0,7117653000000,,
보건복지부,세출,농어촌구조개선특별회계,농어촌특별세사업계정,보건,보건의료,공공보건의료확충,41313000000,41313000000,41313000000,,2550000000,43863000000,43863000000,
보건복지부,세출,국가균형발전특별회계,지역지원계정,사회복지,사회복지일반,사회복지기반조성,276828000000,318718000000,318718000000,,0,276828000000,319218000000,
보건복지부,세출,국가균형발전특별회계,지역지원계정,보건,보건의료,보건산업육성,41890000000,,,,500000000,42390000000,,
보건복지부,세출,책임운영기관특별회계,국립마산병원손익계정,보건,보건의료,국립마산병원,13110000000,13730000000,197145000000,,0,13110000000,199062000000,
보건복지부,세출,책임운영기관특별회계,국립마산병원손익계정,보건,보건의료,회계기금간거래,618000000,,,,0,618000000,,
보건복지부,세출,책임운영기관특별회계,국립마산병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립정신건강센터손익계정,보건,보건의료,국립정신건강센터,37758000000,40450000000,,,0,37758000000,,
보건복지부,세출,책임운영기관특별회계,국립정신건강센터손익계정,보건,보건의료,회계기금간거래,2690000000,,,,0,2690000000,,
보건복지부,세출,책임운영기관특별회계,국립정신건강센터손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립나주병원손익계정,보건,보건의료,국립나주병원,19020000000,20295000000,,,38000000,19058000000,,
보건복지부,세출,책임운영기관특별회계,국립나주병원손익계정,보건,보건의료,회계기금간거래,1273000000,,,,0,1273000000,,
보건복지부,세출,책임운영기관특별회계,국립나주병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립재활원손익계정,사회복지,취약계층지원,국립재활원,42257000000,44714000000,,,0,42257000000,,
보건복지부,세출,책임운영기관특별회계,국립재활원손익계정,사회복지,취약계층지원,회계기금간거래,2455000000,,,,0,2455000000,,
보건복지부,세출,책임운영기관특별회계,국립재활원손익계정,사회복지,취약계층지원,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립목포병원손익계정,보건,보건의료,국립목포병원,9745000000,10313000000,,,0,9745000000,,
보건복지부,세출,책임운영기관특별회계,국립목포병원손익계정,보건,보건의료,회계기금간거래,566000000,,,,0,566000000,,
보건복지부,세출,책임운영기관특별회계,국립목포병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립부곡병원손익계정,보건,보건의료,국립부곡병원,17666000000,18830000000,,,152000000,17818000000,,
보건복지부,세출,책임운영기관특별회계,국립부곡병원손익계정,보건,보건의료,회계기금간거래,1162000000,,,,0,1162000000,,
보건복지부,세출,책임운영기관특별회계,국립부곡병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립춘천병원손익계정,보건,보건의료,국립춘천병원,13144000000,13924000000,,,38000000,13182000000,,
보건복지부,세출,책임운영기관특별회계,국립춘천병원손익계정,보건,보건의료,회계기금간거래,778000000,,,,0,778000000,,
보건복지부,세출,책임운영기관특별회계,국립춘천병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립공주병원손익계정,보건,보건의료,국립공주병원,13982000000,14842000000,,,76000000,14058000000,,
보건복지부,세출,책임운영기관특별회계,국립공주병원손익계정,보건,보건의료,회계기금간거래,858000000,,,,0,858000000,,
보건복지부,세출,책임운영기관특별회계,국립공주병원손익계정,보건,보건의료,계정간거래,2000000,,,,0,2000000,,
보건복지부,세출,책임운영기관특별회계,국립마산병원자본계정,보건,보건의료,국립마산병원,5985000000,5985000000,,,0,5985000000,,
보건복지부,세출,책임운영기관특별회계,국립정신건강센터자본계정,보건,보건의료,국립정신건강센터,1707000000,1707000000,,,0,1707000000,,
보건복지부,세출,책임운영기관특별회계,국립나주병원자본계정,보건,보건의료,국립나주병원,1533000000,1533000000,,,0,1533000000,,
보건복지부,세출,책임운영기관특별회계,국립재활원자본계정,사회복지,취약계층지원,국립재활원,5160000000,5160000000,,,0,5160000000,,
보건복지부,세출,책임운영기관특별회계,국립목포병원자본계정,보건,보건의료,국립목포병원,1741000000,1741000000,,,1613000000,3354000000,,
보건복지부,세출,책임운영기관특별회계,국립부곡병원자본계정,보건,보건의료,국립부곡병원,1349000000,1349000000,,,0,1349000000,,
보건복지부,세출,책임운영기관특별회계,국립춘천병원자본계정,보건,보건의료,국립춘천병원,1195000000,1195000000,,,0,1195000000,,
보건복지부,세출,책임운영기관특별회계,국립공주병원자본계정,보건,보건의료,국립공주병원,1377000000,1377000000,,,0,1377000000,,
