소관,입출분류,회계분류,계정,장(분야),관(부문),항(프로그램),금액_원안,계정별합계_원안,회계분류별합계_원안,소관총계_원안,증감액,수정금액_확정안,회계분류별합계_확정안,소관총계_확정안
중소벤처기업부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,중소기업및소상공인육성,중소기업기술개발지원,55453000000,,,,0,55453000000,,
중소벤처기업부,세출,국가균형발전특별회계,지역지원계정,산업.중소기업및에너지,중소기업및소상공인육성,지역중소기업육성,193188000000,,,,0,193188000000,,
중소벤처기업부,세출,국가균형발전특별회계,제주특별자치도계정,산업.중소기업및에너지,산업.중소기업일반,중소기업행정지원,1401000000,7119000000,,,0,1401000000,,
중소벤처기업부,세출,국가균형발전특별회계,제주특별자치도계정,산업.중소기업및에너지,창업및벤처,창업환경조성,228000000,,,,0,228000000,,
중소벤처기업부,세출,국가균형발전특별회계,제주특별자치도계정,산업.중소기업및에너지,중소기업및소상공인육성,소상공인.전통시장지원,5490000000,,,,0,5490000000,,
중소벤처기업부,세출,국가균형발전특별회계,세종특별자치시계정,산업.중소기업및에너지,창업및벤처,창업환경조성,114000000,4086000000,,,0,114000000,,
중소벤처기업부,세출,국가균형발전특별회계,세종특별자치시계정,산업.중소기업및에너지,중소기업및소상공인육성,지역중소기업육성,3972000000,,,,500000000,4472000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈심사및보상,4226252000000,,5325203000000,5348052000000,0,4226252000000,5346322000000,5369171000000
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈단체지원,31082000000,,,,1750000000,32832000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈의료복지,698136000000,,,,0,698136000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,생활안정지원,29857000000,,,,0,29857000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈선양,67921000000,,,,1657000000,69578000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈예우 및 국립묘지,72901000000,,,,1957000000,74858000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,제대군인지원,23361000000,,,,99000000,23460000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,보훈행정,115146000000,,,,0,115146000000,,
국가보훈처,세출,일반회계,-,사회복지,보훈,회계기금간거래,60547000000,,,,15656000000,76203000000,,
국가보훈처,세출,에너지및자원사업특별회계,투자계정,사회복지,보훈,보훈의료복지,20831000000,20831000000,20831000000,,0,20831000000,20831000000,
국가보훈처,세출,국가균형발전특별회계,제주특별자치도계정,사회복지,보훈,보훈행정,2018000000,2018000000,2018000000,,0,2018000000,2018000000,
인사혁신처,세출,일반회계,-,일반.지방행정,정부자원관리,인사관리,97767000000,,2968002000000,2968002000000,-100000000,97667000000,2967912000000,2967912000000
인사혁신처,세출,일반회계,-,일반.지방행정,정부자원관리,국가인재원교육운영,15124000000,,,,10000000,15134000000,,
인사혁신처,세출,일반회계,-,일반.지방행정,일반행정,인사혁신행정지원,80458000000,,,,0,80458000000,,
인사혁신처,세출,일반회계,-,사회복지,공적연금,회계기금간거래(공무원연금부담금),2774653000000,,,,0,2774653000000,,
법제처,세출,일반회계,-,일반.지방행정,일반행정,정부입법 총괄 지원,36608000000,,36608000000,36608000000,-429000000,36179000000,36179000000,36179000000
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,식품안전성제고,42202000000,,496358000000,503252000000,1212000000,43414000000,504133000000,511027000000
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,위해관리 선진화,21359000000,,,,0,21359000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,식생활영양 안전성 제고,61310000000,,,,4833000000,66143000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,식품기준규격관리 선진화,6830000000,,,,0,6830000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,수입식품 안전성 제고,7059000000,,,,0,7059000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,의약품안전성제고,25563000000,,,,1249000000,26812000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,바이오생약 안전성 제고,8744000000,,,,0,8744000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,의료기기안전성제고,8667000000,,,,500000000,9167000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,과학적 안전관리 연구 및 허가심사 안전성 제고,99960000000,,,,0,99960000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,지방청운영,8267000000,,,,0,8267000000,,
식품의약품안전처,세출,일반회계,-,보건,식품의약안전,식의약품행정지원,206397000000,,,,-19000000,206378000000,,
식품의약품안전처,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농축수산물 안전성 제고,2414000000,2414000000,2414000000,,0,2414000000,2414000000,
식품의약품안전처,세출,국가균형발전특별회계,지역지원계정,보건,식품의약안전,식품안전성제고,4351000000,4351000000,4480000000,,0,4351000000,4480000000,
식품의약품안전처,세출,국가균형발전특별회계,제주특별자치도계정,보건,식품의약안전,식품안전성제고,129000000,129000000,,,0,129000000,,
국가인권위원회,세출,일반회계,-,일반.지방행정,일반행정,인권보호 및 향상,36970000000,,36970000000,36970000000,-287000000,36683000000,36683000000,36683000000
방송통신위원회,세출,일반회계,-,통신,방송통신,방송통신인터넷환경조성,28633000000,,62922000000,62922000000,0,28633000000,62772000000,62772000000
방송통신위원회,세출,일반회계,-,통신,방송통신,방송통신행정지원,34289000000,,,,-150000000,34139000000,,
공정거래위원회,세출,일반회계,-,일반.지방행정,일반행정,경쟁촉진,14131000000,,131459000000,131459000000,-533000000,13598000000,131295000000,131295000000
공정거래위원회,세출,일반회계,-,일반.지방행정,일반행정,중소기업 경쟁여건 개선,1497000000,,,,232000000,1729000000,,
공정거래위원회,세출,일반회계,-,일반.지방행정,일반행정,소비자후생 증진,51451000000,,,,415000000,51866000000,,
공정거래위원회,세출,일반회계,-,일반.지방행정,일반행정,공정거래 행정지원,64380000000,,,,-278000000,64102000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,금융정책,8000000000,,3102155000000,3102155000000,-105000000,7895000000,2992125000000,2992125000000
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,자금세탁방지시스템선진화,16543000000,,,,0,16543000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,금융산업글로벌화,2235000000,,,,75000000,2310000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,금융의 날 행사 및 저축장려,35475000000,,,,0,35475000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,금융소비자보호,232000000,,,,0,232000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,산업금융지원,600000000000,,,,-100000000000,500000000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,주택금융지원,100000000000,,,,-10000000000,90000000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,금융행정효율화,39670000000,,,,0,39670000000,,
금융위원회,세출,일반회계,-,일반.지방행정,재정.금융,회계기금간거래(전출금),2100000000000,,,,0,2100000000000,,
금융위원회,세출,일반회계,-,산업.중소기업및에너지,산업금융지원,산업금융지원,200000000000,,,,0,200000000000,,
국민권익위원회,세출,일반회계,-,일반.지방행정,일반행정,국민권익증진,88310000000,,88310000000,88310000000,-812000000,87498000000,87498000000,87498000000
원자력안전위원회,세출,일반회계,-,과학기술,과학기술연구지원,출연연구기관지원,43533000000,,107183000000,107183000000,0,43533000000,107131000000,107131000000
원자력안전위원회,세출,일반회계,-,과학기술,과학기술일반,원자력안전운영지원,16921000000,,,,0,16921000000,,
원자력안전위원회,세출,일반회계,-,과학기술,과학기술연구개발,원자력안전관리,13725000000,,,,-52000000,13673000000,,
원자력안전위원회,세출,일반회계,-,과학기술,과학기술연구개발,원자력안전연구,30841000000,,,,0,30841000000,,
원자력안전위원회,세출,일반회계,-,과학기술,과학기술연구개발,원자력안전 국제협력,2163000000,,,,0,2163000000,,
국세청,세출,일반회계,-,일반.지방행정,재정.금융,과세기반확충,7173000000,,1745158000000,1745158000000,210000000,7383000000,1744917000000,1744917000000
국세청,세출,일반회계,-,일반.지방행정,재정.금융,탈세대응강화,146306000000,,,,0,146306000000,,
국세청,세출,일반회계,-,일반.지방행정,재정.금융,체납.징수관리,53943000000,,,,0,53943000000,,
국세청,세출,일반회계,-,일반.지방행정,재정.금융,성실납세 및 민생지원,17475000000,,,,-2092000000,15383000000,,
국세청,세출,일반회계,-,일반.지방행정,재정.금융,국세행정지원,1503635000000,,,,1641000000,1505276000000,,
국세청,세출,일반회계,-,일반.지방행정,재정.금융,책임운영기관운영,16626000000,,,,0,16626000000,,
관세청,세출,일반회계,-,일반.지방행정,재정.금융,수출입통관,14882000000,,566060000000,566060000000,-368300000,14513700000,551334400000,551334400000
관세청,세출,일반회계,-,일반.지방행정,재정.금융,관세심사,6710000000,,,,-31300000,6678700000,,
관세청,세출,일반회계,-,일반.지방행정,재정.금융,밀수감시단속,35719000000,,,,-115000000,35604000000,,
관세청,세출,일반회계,-,일반.지방행정,재정.금융,정보화및국제협력,69162000000,,,,-1000000000,68162000000,,
관세청,세출,일반회계,-,일반.지방행정,재정.금융,관세행정지원,429354000000,,,,-13211000000,416143000000,,
관세청,세출,일반회계,-,일반.지방행정,재정.금융,관세국경관리연수원,10233000000,,,,0,10233000000,,
조달청,세출,조달특별회계,손익계정,일반.지방행정,일반행정,전자조달 및 국유재산 관리,26445000000,,240446000000,390490000000,0,26445000000,242306000000,394210000000
조달청,세출,조달특별회계,손익계정,일반.지방행정,일반행정,조달사업 운영,10930000000,,,,0,10930000000,,
조달청,세출,조달특별회계,손익계정,일반.지방행정,일반행정,조달행정지원,92753000000,,,,0,92753000000,,
조달청,세출,조달특별회계,손익계정,일반.지방행정,일반행정,계정간거래,101830000000,,,,1860000000,103690000000,,
조달청,세출,조달특별회계,손익계정,일반.지방행정,일반행정,회계기금간 거래,8488000000,,,,0,8488000000,,
조달청,세출,조달특별회계,자본계정,일반.지방행정,일반행정,조달사업 운영,1410000000,,150044000000,,0,1410000000,151904000000,
조달청,세출,조달특별회계,자본계정,일반.지방행정,일반행정,조달행정지원,3627000000,,,,0,3627000000,,
조달청,세출,조달특별회계,자본계정,일반.지방행정,일반행정,회계간거래,145007000000,,,,1860000000,146867000000,,
통계청,세출,일반회계,-,일반.지방행정,일반행정,통계제도정비 및 통계전문교육,13072000000,,394628000000,394628000000,0,13072000000,382482000000,382482000000
통계청,세출,일반회계,-,일반.지방행정,일반행정,통계정보확충 및 서비스체계 개선,41589000000,,,,0,41589000000,,
통계청,세출,일반회계,-,일반.지방행정,일반행정,국가기본통계생산 및 지원,160698000000,,,,-12012000000,148686000000,,
통계청,세출,일반회계,-,일반.지방행정,일반행정,성과중심 책임운영기관운영,111391000000,,,,0,111391000000,,
통계청,세출,일반회계,-,일반.지방행정,일반행정,통계행정지원,67878000000,,,,-134000000,67744000000,,
병무청,세출,일반회계,-,국방,병무행정,병역자원선발,18412000000,,227495000000,227495000000,0,18412000000,228329000000,228329000000
병무청,세출,일반회계,-,국방,병무행정,병역자원충원,2058000000,,,,-81000000,1977000000,,
병무청,세출,일반회계,-,국방,병무행정,보충역복무지원,10663000000,,,,0,10663000000,,
병무청,세출,일반회계,-,국방,병무행정,병무행정지원,196362000000,,,,915000000,197277000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,지휘정찰사업,1321069000000,,15373324000000,15373324000000,-28666000000,1292403000000,15373324000000,15373324000000
방위사업청,세출,일반회계,-,국방,방위력개선,기동화력사업,2226331000000,,,,-50955000000,2175376000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,함정사업,2258944000000,,,,0,2258944000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,항공기사업,5093029000000,,,,124790000000,5217819000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,유도무기사업,2741901000000,,,,-42300000000,2699601000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,방위사업정책지원,1608278000000,,,,-2869000000,1605409000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,방위사업행정지원,115562000000,,,,0,115562000000,,
방위사업청,세출,일반회계,-,국방,방위력개선,내부거래지출,8210000000,,,,0,8210000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,범죄예방및사회적약자보호,107392000000,,10963292000000,11048391000000,0,107392000000,10939083000000,11024182000000
경찰청,세출,일반회계,-,공공질서및안전,경찰,범죄수사활동,191952000000,,,,1340000000,193292000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,교통안전.소통확보,289795000000,,,,-63000000,289732000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,사회질서유지,245209000000,,,,-1635000000,243574000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,국가안보확보,75056000000,,,,-173000000,74883000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,전문경찰양성,61254000000,,,,1260000000,62514000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,치안인프라구축,446855000000,,,,1746000000,448601000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,경찰행정지원,9501945000000,,,,-26684000000,9475261000000,,
경찰청,세출,일반회계,-,공공질서및안전,경찰,회계간거래(전출금),43834000000,,,,0,43834000000,,
경찰청,세출,국가균형발전특별회계,제주특별자치도계정,공공질서및안전,경찰,경찰행정지원,4267000000,4267000000,4267000000,,0,4267000000,4267000000,
경찰청,세출,책임운영기관특별회계,경찰병원손익계정,공공질서및안전,경찰,경찰병원운영,73605000000,78291000000,80832000000,,0,73605000000,80832000000,
경찰청,세출,책임운영기관특별회계,경찰병원손익계정,공공질서및안전,경찰,계정간거래(전출금),2000000,,,,0,2000000,,
경찰청,세출,책임운영기관특별회계,경찰병원손익계정,공공질서및안전,경찰,회계기금간거래(공무원연금부담금),4684000000,,,,0,4684000000,,
경찰청,세출,책임운영기관특별회계,경찰병원자본계정,공공질서및안전,경찰,경찰병원운영,2541000000,2541000000,,,0,2541000000,,
소방청,세출,일반회계,-,공공질서및안전,재난관리,소방정책지원,153384000000,,220576000000,220576000000,-617000000,152767000000,219720000000,219720000000
소방청,세출,일반회계,-,공공질서및안전,재난관리,소방행정지원,67192000000,,,,-239000000,66953000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재정책기반구축,41468000000,,731261000000,755808000000,200000000,41668000000,757503000000,782050000000
문화재청,세출,일반회계,-,문화및관광,문화재,문화유산교육연구,30063000000,,,,1350000000,31413000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재보존관리,368910000000,,,,15600000000,384510000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,궁능원관리,77212000000,,,,1200000000,78412000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재보호,6476000000,,,,-600000000,5876000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재연구소운영,16395000000,,,,0,16395000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재국제교류,60317000000,,,,10592000000,70909000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재활용,58522000000,,,,-2000000000,56522000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,해양문화재연구소운영,6373000000,,,,0,6373000000,,
문화재청,세출,일반회계,-,문화및관광,문화재,문화재행정지원,65525000000,,,,-100000000,65425000000,,
문화재청,세출,국가균형발전특별회계,지역자율계정,문화및관광,문화재,문화자원개발,24547000000,24547000000,24547000000,,0,24547000000,24547000000,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,농업기초기반 및 실용화 기술개발,363183000000,,797800000000,936334000000,0,363183000000,801324000000,940458000000
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,농축산물 경쟁력 제고 기술개발,171268000000,,,,100000000,171368000000,,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,농업신기술 보급,40989000000,,,,0,40989000000,,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,지역농업특성화,22053000000,,,,3524000000,25577000000,,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,농가경영능력 향상,56499000000,,,,-100000000,56399000000,,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,전문인력양성,16925000000,,,,0,16925000000,,
농촌진흥청,세출,일반회계,-,농림수산,농업.농촌,기관운영 및 사업지원,126883000000,,,,0,126883000000,,
농촌진흥청,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,농업기초기반 및 실용화 기술개발,26445000000,32478000000,32478000000,,600000000,27045000000,33078000000,
농촌진흥청,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,지역농업특성화,2198000000,,,,0,2198000000,,
농촌진흥청,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,전문인력양성,2675000000,,,,0,2675000000,,
농촌진흥청,세출,농어촌구조개선특별회계,구조개선사업계정,농림수산,농업.농촌,기관운영 및 사업지원,1160000000,,,,0,1160000000,,
농촌진흥청,세출,국가균형발전특별회계,지역자율계정,농림수산,농업.농촌,지역농업특성화,75076000000,75076000000,106056000000,,0,75076000000,106056000000,
농촌진흥청,세출,국가균형발전특별회계,지역지원계정,농림수산,농업.농촌,농업기초기반 및 실용화 기술개발,18142000000,25667000000,,,0,18142000000,,
농촌진흥청,세출,국가균형발전특별회계,지역지원계정,농림수산,농업.농촌,지역농업특성화,7525000000,,,,0,7525000000,,
농촌진흥청,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,농업.농촌,농업기초기반 및 실용화 기술개발,1033000000,5313000000,,,0,1033000000,,
농촌진흥청,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,농업.농촌,지역농업특성화,4280000000,,,,0,4280000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,국립수목원,79269000000,,1459651000000,2702367000000,27500000000,106769000000,1512070000000,2768051000000
산림청,세출,일반회계,-,농림수산,임업.산촌,산림과학기술개발(국립산림과학원),77119000000,,,,-100000000,77019000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,국제산림협력,29661000000,,,,-1627000000,28034000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,산림자원 및 산업육성,130817000000,,,,2400000000,133217000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,산림이용 및 복지증진,113637000000,,,,8923000000,122560000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,산림자원보호,389971000000,,,,5558000000,395529000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,산림행정지원,160854000000,,,,-260000000,160594000000,,
산림청,세출,일반회계,-,농림수산,임업.산촌,회계간거래,478323000000,,,,10025000000,488348000000,,
산림청,세출,농어촌구조개선특별회계,임업진흥사업계정,농림수산,임업.산촌,국제산림협력,5953000000,774350000000,774350000000,,0,5953000000,781375000000,
산림청,세출,농어촌구조개선특별회계,임업진흥사업계정,농림수산,임업.산촌,산림자원 및 산업육성,516694000000,,,,2350000000,519044000000,,
산림청,세출,농어촌구조개선특별회계,임업진흥사업계정,농림수산,임업.산촌,산림자원보호,93616000000,,,,4675000000,98291000000,,
산림청,세출,농어촌구조개선특별회계,임업진흥사업계정,농림수산,임업.산촌,산림행정지원,3571000000,,,,0,3571000000,,
산림청,세출,농어촌구조개선특별회계,임업진흥사업계정,농림수산,임업.산촌,회계간거래,154516000000,,,,0,154516000000,,
산림청,세출,에너지및자원사업특별회계,투자계정,농림수산,임업.산촌,산림이용 및 복지증진,39688000000,39688000000,39688000000,,500000000,40188000000,40188000000,
산림청,세출,국가균형발전특별회계,지역자율계정,농림수산,임업.산촌,산림자원 및 산업육성,104000000000,279843000000,359383000000,,0,104000000000,362123000000,
산림청,세출,국가균형발전특별회계,지역자율계정,농림수산,임업.산촌,산림이용 및 복지증진,175843000000,,,,2000000000,177843000000,,
산림청,세출,국가균형발전특별회계,지역지원계정,농림수산,임업.산촌,산림자원 및 산업육성,67965000000,72479000000,,,0,67965000000,,
산림청,세출,국가균형발전특별회계,지역지원계정,농림수산,임업.산촌,산림이용 및 복지증진,4514000000,,,,740000000,5254000000,,
산림청,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,임업.산촌,산림자원 및 산업육성,1301000000,5586000000,,,0,1301000000,,
산림청,세출,국가균형발전특별회계,제주특별자치도계정,농림수산,임업.산촌,산림이용 및 복지증진,4285000000,,,,0,4285000000,,
산림청,세출,국가균형발전특별회계,세종특별자치시계정,농림수산,임업.산촌,산림자원 및 산업육성,616000000,1475000000,,,0,616000000,,
산림청,세출,국가균형발전특별회계,세종특별자치시계정,농림수산,임업.산촌,산림이용 및 복지증진,859000000,,,,0,859000000,,
산림청,세출,책임운영기관특별회계,국립자연휴양림관리소손익계정,농림수산,임업.산촌,국립자연휴양림기반조성,29115000000,30296000000,69295000000,,0,29115000000,72295000000,
산림청,세출,책임운영기관특별회계,국립자연휴양림관리소손익계정,농림수산,임업.산촌,회계기금간거래,1179000000,,,,0,1179000000,,
산림청,세출,책임운영기관특별회계,국립자연휴양림관리소손익계정,농림수산,임업.산촌,계정간거래,2000000,,,,0,2000000,,
산림청,세출,책임운영기관특별회계,국립자연휴양림관리소자본계정,농림수산,임업.산촌,국립자연휴양림기반조성,38999000000,38999000000,,,3000000000,41999000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,산업.중소기업일반,지식재산행정종합지원,159222000000,528675000000,664125000000,664125000000,-635000000,158587000000,661550000000,661550000000
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,산업.중소기업일반,회계기금간 거래,14639000000,,,,0,14639000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,산업.중소기업일반,계정간거래,74918000000,,,,-2575000000,72343000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,지식재산일반,심사ᆞ심판서비스 제공,78575000000,,,,0,78575000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,지식재산일반,지식재산 창출기반 강화,94913000000,,,,3210000000,98123000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,지식재산일반,국내외지식재산권보호및활용촉진,68489000000,,,,0,68489000000,,
특허청,세출,책임운영기관특별회계,특허청손익계정,산업.중소기업및에너지,지식재산일반,지식재산행정정보화,37919000000,,,,0,37919000000,,
특허청,세출,책임운영기관특별회계,특허청자본계정,산업.중소기업및에너지,산업.중소기업일반,지식재산행정종합지원,844000000,135450000000,,,0,844000000,,
특허청,세출,책임운영기관특별회계,특허청자본계정,산업.중소기업및에너지,산업.중소기업일반,회계간 거래[전출금],90085000000,,,,-2575000000,87510000000,,
특허청,세출,책임운영기관특별회계,특허청자본계정,산업.중소기업및에너지,산업.중소기업일반,회계기금간거래(예탁금),42826000000,,,,0,42826000000,,
특허청,세출,책임운영기관특별회계,특허청자본계정,산업.중소기업및에너지,지식재산일반,지식재산 창출기반 강화,496000000,,,,0,496000000,,
특허청,세출,책임운영기관특별회계,특허청자본계정,산업.중소기업및에너지,지식재산일반,지식재산행정정보화,1199000000,,,,0,1199000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,기상예보,7312000000,,385694000000,385694000000,0,7312000000,388191000000,388191000000
기상청,세출,일반회계,-,과학기술,과학기술일반,기상관측,89337000000,,,,0,89337000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,기후변화 과학,28870000000,,,,-661000000,28209000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,기상서비스 진흥,15345000000,,,,2908000000,18253000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,기상연구,72362000000,,,,-47000000,72315000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,책임행정기관 운영,44503000000,,,,0,44503000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,국제협력교육홍보,9998000000,,,,0,9998000000,,
기상청,세출,일반회계,-,과학기술,과학기술일반,기상행정 지원,117967000000,,,,297000000,118264000000,,
행정중심복합도시건설청,세출,일반회계,-,국토및지역개발,지역및도시,전출금,243098000000,,243098000000,526029000000,16806000000,259904000000,259904000000,559641000000
행정중심복합도시건설청,세출,행정중심복합도시특별회계,-,국토및지역개발,지역및도시,행정중심복합도시건설 운영,20087000000,,282931000000,,636000000,20723000000,299737000000,
행정중심복합도시건설청,세출,행정중심복합도시특별회계,-,국토및지역개발,지역및도시,행정중심복합도시건설,261628000000,,,,16170000000,277798000000,,
행정중심복합도시건설청,세출,행정중심복합도시특별회계,-,국토및지역개발,지역및도시,회계기금간거래(연금부담금),1216000000,,,,0,1216000000,,
새만금개발청,세출,일반회계,-,국토및지역개발,지역및도시,새만금 개발,182943000000,,215134000000,215134000000,27500000000,210443000000,256181000000,256181000000
새만금개발청,세출,일반회계,-,국토및지역개발,지역및도시,새만금개발 행정지원,32191000000,,,,13547000000,45738000000,,
해양경찰청,세출,일반회계,-,공공질서및안전,해경,구조안전활동,66961000000,,1368725000000,1368725000000,2300000000,69261000000,1373216500000,1373216500000
해양경찰청,세출,일반회계,-,공공질서및안전,해경,해양경비체계강화,303580000000,,,,5145500000,308725500000,,
해양경찰청,세출,일반회계,-,공공질서및안전,해경,정비창운영,29938000000,,,,0,29938000000,,
해양경찰청,세출,일반회계,-,공공질서및안전,해경,해양경찰행정지원,954791000000,,,,-2954000000,951837000000,,
해양경찰청,세출,일반회계,-,환경,해양환경,해양오염관리,13455000000,,,,0,13455000000,,
가습기살균제사건과 4.16세월호참사 특별조사위원회 소관,세출,일반회계,-,일반․지방행정,일반행정,사회적참사 조사,0,,0,0,8413000000,8413000000,20785000000,20785000000
가습기살균제사건과 4.16세월호참사 특별조사위원회 소관,세출,일반회계,-,일반․지방행정,일반행정,기관운영,0,,,,12372000000,12372000000,,